Line Num	Original ID	File	ARO	ARO:number	Synonim	Drug class	Note
7612	MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
7614	MEG_2711|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003326	Mtub_embB_EMB	polyamine	
							
7631	MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000480	parY	aminocoumarin	AMR gene family
							
7644	MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
7647	MEG_3195|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
7678	MEG_2124|Metals|Copper_resistance|Copper_resistance_protein|CRDA	abricate_megares_both_ARO_mapping.tsv	nan	CRDA		metal resistance gene	
							
7737	MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
7744	MEG_7299|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGW	abricate_megares_both_ARO_mapping.tsv	nan	TTGW		biocide resistance gene	
							
7779	MEG_3853|Metals|Mercury_resistance|Mercury_resistance_protein|MERB	abricate_megares_both_ARO_mapping.tsv	nan	MERB		metal resistance gene	
							
7781	MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
7787	MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7822	MEG_7195|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7842	MEG_6548|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000836	soxR	multi-drug	
							
7843	MEG_5381|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
7855	MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003264	Aminoglycosides sensitive Mycobacteroides abscessus 16S rRNA	aminoglycoside	
							
7873	MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC	abricate_megares_both_ARO_mapping.tsv	nan	ARSC		metal resistance gene	
							
7875	MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7905	MEG_5369|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
7914	MEG_6136|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003090	daptomycin resistant beta-subunit of RNA polymerase (rpoB) 	daptomycin	AMR gene family
							
39	3337073|BAA31832.1|1|1|katP|katP||1|||catalase/peroxidase_KatP	abricate_ncbi_both_ARO_mapping.tsv	nan	katP		resistance to reactive oxygen species	https://card.mcmaster.ca/ontology/43043
							
54	3115184|CAA73506.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	abricate_ncbi_both_ARO_mapping.tsv	nan	espA			
							
70	124106658|BAF45451.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
112	2865308|AAC38400.1|1|1|espF|espF||1|||type_III_secretion_system_LEE_effector_EspF	abricate_ncbi_both_ARO_mapping.tsv	nan	EspF			
							
115	0|WP_000872282.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X5	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
120	193934430|ACF30254.1|1|1|mtrR|mtrR|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_system_transcriptional_repressor_MtrR	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
134	139003787|BAF52360.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
204	121308153|CAM11313.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	abricate_ncbi_both_ARO_mapping.tsv	nan	NleA			
							
206	124106630|BAF45437.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
221	115514355|ABJ02430.1|1|1|ireA|ireA||1|||TonB-dependent_siderophore_receptor_IreA	abricate_ncbi_both_ARO_mapping.tsv	nan	IreA			
							
242	0|WP_000872271.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X0	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
247	54311626|CAG17541.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	abricate_ncbi_both_ARO_mapping.tsv	nan	EspA			
							
304	2465785|AAC45722.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	abricate_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
308	0|WP_061745305.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X17	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
317	166409298|BAG06667.1|1|1|ses|ses||1|||staphylococcal_enterotoxin_type_S	abricate_ncbi_both_ARO_mapping.tsv	nan	ses			
							
342	147830|AAA24632.1|1|1|stxA2f|stxA2f||1|STX2F|STX2|Shiga_toxin_Stx2f_subunit_A	abricate_ncbi_both_ARO_mapping.tsv	nan	stxA2f			
							
370	2879920|BAA24823.1|1|1|arsB_pKW301|arsB_pKW301||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	abricate_ncbi_both_ARO_mapping.tsv	nan	arsB_pKW301			
							
392	12518278|AAG58695.1|1|1|lpfA1|lpfA1||1|||long_polar_fimbria_major_subunit_LpfA1	abricate_ncbi_both_ARO_mapping.tsv	nan	LpfA1			
							
432	2865302|AAC38394.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	abricate_ncbi_both_ARO_mapping.tsv	nan	EspA			
							
434	300492223|ADK23698.1|1|1|qacR|qacR||1|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|multidrug-binding_transcriptional_regulator_QacR	abricate_ncbi_both_ARO_mapping.tsv	nan	qacR			
							
445	100173053|ABF69110.1|1|1|beta-4|beta-4||1|KAPPA|INTIMIN|intimin_type_kappa	abricate_ncbi_both_ARO_mapping.tsv	nan	beta-4			
							
464	168986470|BAG12001.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
494	222708721|ACM67162.1|1|1|gamma-4|gamma-4||1|GAMMA|INTIMIN|intimin_type_gamma	abricate_ncbi_both_ARO_mapping.tsv	nan	gamma-4			
							
565	157688252|ABQ02443.1|1|1|ehxA|ehxA||1|||enterohemolysin_EhxA	abricate_ncbi_both_ARO_mapping.tsv	nan	ehxA			
							
632	124106674|BAF45459.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
679	817048098|AKF16652.1|1|1|netF|netF||1|||necrotizing_enteritis_toxin_NetF	abricate_ncbi_both_ARO_mapping.tsv	nan	NetF			
							
688	290432|AAA23737.1|1|1|f17a|f17a||1|||F17A_fimbrial_adhesin	abricate_ncbi_both_ARO_mapping.tsv	nan	f17a			
							
754	14579333|AAK69210.1|1|1|yopD|yopD||1|||type_III_secretion_system_translocon_subunit_YopD	abricate_ncbi_both_ARO_mapping.tsv	nan	YopD			
							
945	3337077|BAA31836.1|1|1|espP|espP||1|||serine_protease_autotransporter_EspP	abricate_ncbi_both_ARO_mapping.tsv	nan	EspP			
							
1003	374343613|BAL47181.1|1|1|alpha|alpha||1|ALPHA|INTIMIN|intimin_type_alpha	abricate_ncbi_both_ARO_mapping.tsv	nan	alpha			
							
1019	1437352259|SUK66413.1|1|1|sel30|sel30||1|||staphylococcal_enterotoxin_type_30	abricate_ncbi_both_ARO_mapping.tsv	nan	sel30			
							
1021	0|WP_001039998.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A1	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
1044	0|WP_001040004.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A3	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
1083	886953|CAA88252.1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	abricate_ncbi_both_ARO_mapping.tsv	nan	sepA			
							
1126	73476899|AAZ76514.1|1|1|espP|espP||1|||serine_protease_autotransporter_EspP	abricate_ncbi_both_ARO_mapping.tsv	nan	espP			
							
1129	354855825|EHF16298.1|1|1|aggA|aggA||1|||aggregative_adherence_fimbria_I_major_subunit_AggA	abricate_ncbi_both_ARO_mapping.tsv	nan	AggA			
							
1152	121308175|CAM11324.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	abricate_ncbi_both_ARO_mapping.tsv	nan	NleA			
							
1157	11527908|AAG37043.1|1|1|espC|espC||1|||serine_protease_autotransporter_toxin_EspC	abricate_ncbi_both_ARO_mapping.tsv	nan	EspC			
							
1243	188998312|ACD67884.1|1|1|cpd|cpd||1|||beta-channel_forming_cytolysin_CPD	abricate_ncbi_both_ARO_mapping.tsv	nan	CPD			
							
1246	222708707|ACM67155.1|1|1|epsilon-8|epsilon-8||1|EPSILON|INTIMIN|intimin_type_epsilon	abricate_ncbi_both_ARO_mapping.tsv	nan	epsilon-8			
							
1333	83308567|CAI79539.1|1|1|eatA|eatA||1|||serine_protease_autotransporter_toxin_EatA	abricate_ncbi_both_ARO_mapping.tsv	nan	eatA			
							
1552	121308173|CAM11323.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	abricate_ncbi_both_ARO_mapping.tsv	nan	NleA			
							
1553	0|WP_000872273.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X10	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
1597	13183097|AAK15050.1|1|1|ttgR|ttgR||1|EFFLUX|EFFLUX|efflux_transport_transcriptional_regulator_TtgR	abricate_ncbi_both_ARO_mapping.tsv	nan	TtgR			
							
1616	139003798|BAF52364.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
1669	195182801|BAG66379.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
1690	332312690|EGJ25785.1|1|1|arsB_Lm|arsB_Lm||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	abricate_ncbi_both_ARO_mapping.tsv	nan	arsB_Lm			
							
1725	0|WP_000872264.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X59	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
1734	215489834|CAS06720.1|1|1|gamma-2|gamma-2||1|THETA|INTIMIN|intimin_type_theta	abricate_ncbi_both_ARO_mapping.tsv	nan	gamma-2			
							
1793	139002545|BAF52034.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
1895	297592330|ADI47068.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	abricate_ncbi_both_ARO_mapping.tsv	nan	iha			
							
1927	758303|CAA24957.1|1|1|sak|sak||1|||staphylokinase	abricate_ncbi_both_ARO_mapping.tsv	nan	sak			
							
1950	281603818|ADA76801.1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	abricate_ncbi_both_ARO_mapping.tsv	nan	sepA			
							
1960	26111414|AAN83596.1|1|1|ireA|ireA||1|||TonB-dependent_siderophore_receptor_IreA	abricate_ncbi_both_ARO_mapping.tsv	nan	ireA			
							
2042	29895498|AAP08785.1|1|1|nheC|nheC||1|||non-hemolytic_enterotoxin_NHE_subunit_C	abricate_ncbi_both_ARO_mapping.tsv	nan	nheC			
							
2060	155345|AAA27588.1|1|1|arsB_pI258|arsB_pI258||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	abricate_ncbi_both_ARO_mapping.tsv	nan	arsB_pl258			
							
2065	1232061|AAA92621.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	abricate_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
2088	139003825|BAF52370.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
2152	151858|AAA21095.1|1|1|arsB_R773|arsB_R773||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	abricate_ncbi_both_ARO_mapping.tsv	nan	arsB_R773			
							
2166	215266044|CAS10463.1|1|1|espC|espC||1|||serine_protease_autotransporter_toxin_EspC	abricate_ncbi_both_ARO_mapping.tsv	nan	EspC			
							
2185	760237700|AJP10339.1|1|1|tcdA|tcdA||1|||glycosylating_toxin_TcdA	abricate_ncbi_both_ARO_mapping.tsv	nan	TcdA			
							
2202	100173075|ABF69121.1|1|1|epsilon-2|epsilon-2||1|EPSILON|INTIMIN|intimin_type_epsilon	abricate_ncbi_both_ARO_mapping.tsv	nan	epsilon-2			
							
2264	0|WP_050078510.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A11	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
2269	1061414|AAB09624.1|1|1|arsR_R46|arsR_R46||1|ARSENIC|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR	abricate_ncbi_both_ARO_mapping.tsv	nan	arsR_R46			
							
2346	0|WP_001040010.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A2	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
2348	260213855|CBE05858.1|1|1|bin_CdtB|bin_CdtB||1|||ADP-ribosylating_binary_toxin_binding_subunit_CdtB	abricate_ncbi_both_ARO_mapping.tsv	nan	bin_Ctdb			
							
2357	144928|AAA72120.1|1|1|cpe|cpe||1|||enterotoxin_CPE	abricate_ncbi_both_ARO_mapping.tsv	nan	cpe			
							
2426	380248692|CBW53086.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	abricate_ncbi_both_ARO_mapping.tsv	nan	iha			
							
2520	619130|CAA58527.1|1|1|pcoC|pcoC||1|COPPER|COPPER|copper_resistance_system_metallochaperone_PcoC	abricate_ncbi_both_ARO_mapping.tsv	nan	pcoC			
							
2524	15723940|AAL06387.1|1|1|espF|espF||1|||type_III_secretion_system_LEE_effector_EspF	abricate_ncbi_both_ARO_mapping.tsv	nan	espF			
							
2527	6470209|AAF13663.1|1|1|capB|capB||1|||capsule_biosynthesis_protein_CapB	abricate_ncbi_both_ARO_mapping.tsv	nan	capB			
							
2566	157688250|ABQ02442.1|1|1|ehxA|ehxA||1|||enterohemolysin_EhxA	abricate_ncbi_both_ARO_mapping.tsv	nan	ehxA			
							
2570	121308155|CAM11314.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	abricate_ncbi_both_ARO_mapping.tsv	nan	NleA			
							
2589	47600653|CAE55775.1|1|1|sat_auto|sat_auto||1|||serine_protease_autotransporter_toxin_Sat	abricate_ncbi_both_ARO_mapping.tsv	nan	sat_auto			
							
2640	155344|AAA27587.1|1|1|arsR_pSX267|arsR_pSX267||1|ARSENIC|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR	abricate_ncbi_both_ARO_mapping.tsv	nan	arsR_pSX267			
							
2677	325048862|BAJ79295.1|1|1|aafA|aafA||1|||aggregative_adherence_fimbria_II_major_subunit_AafA	abricate_ncbi_both_ARO_mapping.tsv	nan	aafA			
							
2739	1088258|AAA98293.1|1|1|terE|terE||1|TELLURIUM|TELLURIUM|tellurium_resistance_cAMP_binding_protein_TerE	abricate_ncbi_both_ARO_mapping.tsv	nan	terE			
							
2776	4335916|AAD17515.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	abricate_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
2794	139002548|BAF52035.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	abricate_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
2799	257766024|BAI37519.1|1|1|espF|espF||1|||type_III_secretion_system_LEE_effector_EspF	abricate_ncbi_both_ARO_mapping.tsv	nan	espF			
							
2813	1545992|AAB42204.1|1|1|arsB_pYV|arsB_pYV||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	abricate_ncbi_both_ARO_mapping.tsv	nan	arsB_pYV			
							
2863	392336448|AFM70730.1|1|1|copB_Ehir|copB_Ehir||1|COPPER/SILVER|COPPER/SILVER|copper/silver-translocating_P-type_ATPase_CopB	abricate_ncbi_both_ARO_mapping.tsv	nan	copB_Ehir			
							
2880	16417609|AAL18821.1|1|1|epeA|epeA||1|||serine_protease_autotransporter_EpeA	abricate_ncbi_both_ARO_mapping.tsv	nan	epeA			
							
2928	389595513|AFK88558.1|1|1|sat_auto|sat_auto||1|||serine_protease_autotransporter_toxin_Sat	abricate_ncbi_both_ARO_mapping.tsv	nan	sat_auto			
							
3000	4335914|AAD17514.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	abricate_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
3026	13811426|AAK40114.1|1|1|hreP|hreP||1|||subtilisin/kexin-like_serine_protease_HreP	abricate_ncbi_both_ARO_mapping.tsv	nan	HreP			
							
3080	115500654|BAF33885.1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	abricate_ncbi_both_ARO_mapping.tsv	nan	SepA			
							
3145	997194215|CXT91862.1|1|1|sel33|sel33||1|||staphylococcal_enterotoxin_type_33	abricate_ncbi_both_ARO_mapping.tsv	nan	sel33			
							
3195	5532286|AAD44693.1|1|1|mtrA_Ngon|mtrA_Ngon||1|EFFLUX|EFFLUX|efflux_transporter_MtrCDE_transcriptional_activator_MtrA	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3000816	mtrA	multi-drug	
							
3210	25987939|AAN76093.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	abricate_ncbi_both_ARO_mapping.tsv	nan	iroN			
							
3264	1753231480|KAA9473339.1|1|1|arsB_Lm|arsB_Lm||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	abricate_ncbi_both_ARO_mapping.tsv	nan	arsB_Lm			
							
3284	260279121|BAI44131.1|1|1|agg5A|agg5A||1|||aggregative_adherence_fimbria_V_major_subunit_Agg5A	abricate_ncbi_both_ARO_mapping.tsv	nan	agg5A			
							
3297	531398|AAA57452.1|1|1|aggC|aggC||1|||aggregative_adherence_fimbria_I_usher_protein_AggC	abricate_ncbi_both_ARO_mapping.tsv	nan	aggC			
							
3301	100173077|ABF69122.1|1|1|alpha-5|alpha-5||1|NU|INTIMIN|intimin_type_nu	abricate_ncbi_both_ARO_mapping.tsv	nan	alpha-5			
							
3342	152520|AAA26403.1|1|1|klaC|klaC||1|TELLURIUM|TELLURIUM|tellurium_resistance_system_protein_klaC	abricate_ncbi_both_ARO_mapping.tsv	nan	klaC			
							
3372	0|WP_001040013.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A0	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
3436	534988|CAA85366.1|1|1|stxA1a|stxA1a||1|STX1A|STX1|Shiga_toxin_Stx1a_subunit_A	abricate_ncbi_both_ARO_mapping.tsv	nan	stxA1a			
							
3519	0|WP_000872267.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X2	abricate_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
3629	3417251|CAA12346.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	abricate_ncbi_both_ARO_mapping.tsv	nan	espA			
							
3647	282950079|CBG89712.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	abricate_ncbi_both_ARO_mapping.tsv	nan	espA			
